ID	Original URL	Derived URL	Status	Message	Code	Certificate	Transfer size	IP Address	Timestamp	Base
https...SigHotSpotter.lcsb.uni.lu	https://SigHotSpotter.lcsb.uni.lu	https://sighotspotter.lcsb.uni.lu/webapp/	Pass	""	200	secure	663040	158.64.79.239	2020-09-14T11:40:29.618337	sighotspotter.lcsb.uni.lu
http...www.lbci.cn.syn	http://www.lbci.cn/syn/	http://www.lbci.cn/syn/	Fail	"unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:40:35.758415	www.lbci.cn
https...swissmodel.expasy.org.qmean	https://swissmodel.expasy.org/qmean	https://swissmodel.expasy.org/qmean/	Pass	""	200	secure	639979	131.152.229.100	2020-09-14T11:41:40.509928	swissmodel.expasy.org
https...git.scicore.unibas.ch.schwede.QMEAN	https://git.scicore.unibas.ch/schwede/QMEAN	https://git.scicore.unibas.ch/schwede/QMEAN	Pass	""	200	secure	986045	131.152.229.50	2020-09-14T11:41:44.883608	git.scicore.unibas.ch
http...bigg.ucsd.edu	http://bigg.ucsd.edu	http://bigg.ucsd.edu/	Pass	""	200	insecure	848902	169.228.33.117	2020-09-14T11:41:55.543350	bigg.ucsd.edu
http...bioinfo.net.in.flavodb.home.html	http://bioinfo.net.in/flavodb/home.html	http://196.1.114.45/flavodb/home.html	Pass	""	200	insecure	1043337	196.1.114.45	2020-09-14T11:42:01.345873	196.1.114.45
https...bmbl.bmi.osumc.edu.FCNN	https://bmbl.bmi.osumc.edu/FCNN	https://bmbl.bmi.osumc.edu/FCNN/web/	Pass	""	200	secure	1413620	140.254.127.249	2020-09-14T11:42:07.122380	bmbl.bmi.osumc.edu
https...crispr.bioinfo.nrc.ca.WheatCrispr	https://crispr.bioinfo.nrc.ca/WheatCrispr/	https://crispr.bioinfo.nrc.ca/WheatCrispr/	Pass	""	200	secure	606581	132.246.215.151	2020-09-14T11:42:15.355559	crispr.bioinfo.nrc.ca
https...cbi.njau.edu.cn.WPMIAS	https://cbi.njau.edu.cn/WPMIAS/	https://cbi.njau.edu.cn/WPMIAS/	Pass	""	200	secure	631035	202.195.246.60	2020-09-14T11:42:21.918431	cbi.njau.edu.cn
https...www.ebi.ac.uk.metabolights	https://www.ebi.ac.uk/metabolights	https://www.ebi.ac.uk/metabolights/	Pass	""	200	secure	1293130	193.62.193.80	2020-09-14T11:42:29.795926	www.ebi.ac.uk
https...www.ensembl.org	https://www.ensembl.org	https://www.ensembl.org/index.html	Pass	""	200	secure	1649326	193.62.193.83	2020-09-14T11:42:34.734095	www.ensembl.org
https...genome.ucsc.edu	https://genome.ucsc.edu	https://genome.ucsc.edu/	Pass	""	200	secure	469160	128.114.119.132	2020-09-14T11:42:40.191402	genome.ucsc.edu
https...cells.ucsc.edu	https://cells.ucsc.edu	https://cells.ucsc.edu/	Pass	""	200	secure	2190663	128.114.119.132	2020-09-14T11:42:46.450455	cells.ucsc.edu
https...tom.tch.harvard.edu.apps.cgar	https://tom.tch.harvard.edu/apps/cgar/	https://tom.tch.harvard.edu/apps/cgar/	Pass	""	200	secure	1144199	134.174.13.34	2020-09-14T11:42:58.701486	tom.tch.harvard.edu
https...mpss.danforthcenter.org	https://mpss.danforthcenter.org	https://mpss.danforthcenter.org/	Pass	""	200	secure	980633	65.254.111.64	2020-09-14T11:43:03.937522	mpss.danforthcenter.org
https...www.nitrc.org.projects.us200_cn200	https://www.nitrc.org/projects/us200_cn200/	https://www.nitrc.org/projects/us200_cn200/	Pass	""	200	secure	1227442	132.239.16.23	2020-09-14T11:43:14.843516	www.nitrc.org
http...bilingualnamingtherapy.psu.edu	http://bilingualnamingtherapy.psu.edu/	http://bilingualnamingtherapy.psu.edu/communication/HomePage	Pass	""	200	insecure	900336	13.58.194.135	2020-09-14T11:43:21.995861	bilingualnamingtherapy.psu.edu
https...www.rosaceae.org	https://www.rosaceae.org	https://www.rosaceae.org/	Pass	""	200	secure	503331	134.121.193.80	2020-09-14T11:43:27.544995	www.rosaceae.org
https...www.cottongen.org	https://www.cottongen.org	https://www.cottongen.org/	Pass	""	200	secure	471737	134.121.193.80	2020-09-14T11:43:34.103178	www.cottongen.org
https...citrusgenomedb.org	https://citrusgenomedb.org	https://citrusgenomedb.org/	Pass	""	200	secure	353169	134.121.193.80	2020-09-14T11:43:40.947055	citrusgenomedb.org
https...www.vaccinium.org	https://www.vaccinium.org	https://www.vaccinium.org/	Pass	""	200	secure	792920	134.121.193.80	2020-09-14T11:43:47.339974	www.vaccinium.org
https...www.coolseasonfoodlegume.org	https://www.coolseasonfoodlegume.org	https://www.pulsedb.org/	Pass	""	200	secure	517560	134.121.193.80	2020-09-14T11:43:54.505721	www.pulsedb.org
https...hardwoodgenomics.org	https://hardwoodgenomics.org	https://hardwoodgenomics.org/	Pass	""	200	secure	2508647	155.37.254.115	2020-09-14T11:44:01.839192	hardwoodgenomics.org
https...treegenesdb.org	https://treegenesdb.org	https://treegenesdb.org/	Pass	""	200	secure	1908765	155.37.254.148	2020-09-14T11:44:09.448925	treegenesdb.org
https...www.uniprot.org	https://www.uniprot.org	https://www.uniprot.org/	Pass	""	200	secure	812590	193.62.193.81	2020-09-14T11:44:17.579910	www.uniprot.org
https...www.uniprot.org.help.api	https://www.uniprot.org/help/api	https://www.uniprot.org/help/api	Pass	""	200	secure	686352	128.175.245.202	2020-09-14T11:44:22.234949	www.uniprot.org
https...sparql.uniprot.org	https://sparql.uniprot.org/	https://sparql.uniprot.org/	Pass	""	200	secure	1063906	192.42.198.45	2020-09-14T11:44:27.821220	sparql.uniprot.org
https...www.rhea-db.org	https://www.rhea-db.org	https://www.rhea-db.org/	Pass	""	200	secure	110966	193.62.193.83	2020-09-14T11:44:32.886948	www.rhea-db.org
http...foldamerdb.ttk.hu	http://foldamerdb.ttk.hu/	http://foldamerdb.ttk.hu/	Pass	""	200	insecure	460336	193.224.105.94	2020-09-14T11:44:37.096661	foldamerdb.ttk.hu
http...bioapp.iis.sinica.edu.tw.N-GlyDE	http://bioapp.iis.sinica.edu.tw/N-GlyDE/	http://bioapp.iis.sinica.edu.tw/N-GlyDE/	Fail	"timeout: Timed out receiving message from renderer: -0.000
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:44:41.672367	bioapp.iis.sinica.edu.tw
https...discover.dc.nihr.ac.uk.content.signal-000784.irritable-bowel-syndrome-helped-by-telephone-or-internet-cbt	https://discover.dc.nihr.ac.uk/content/signal-000784/irritable-bowel-syndrome-helped-by-telephone-or-internet-cbt	https://evidence.nihr.ac.uk/alert/telephone-or-internet-delivered-talking-therapy-can-alleviate-irritable-bowel-symptoms-/	Pass	""	200	secure	734729	54.246.152.122	2020-09-14T11:45:43.410991	evidence.nihr.ac.uk
http...userver.bio.uniroma1.it.apps.mienturnet	http://userver.bio.uniroma1.it/apps/mienturnet/	http://userver.bio.uniroma1.it/apps/mienturnet/	Pass	""	200	insecure	740371	151.100.157.12	2020-09-14T11:45:51.243709	userver.bio.uniroma1.it
www.physics.ucla.edu.research.imaging.sDR.index.html	www.physics.ucla.edu/research/imaging/sDR/index.html	http://www.physics.ucla.edu/research/imaging/sDR/index.html	Pass	""	200	insecure	377848	128.97.102.132	2020-09-14T11:46:11.351065	www.physics.ucla.edu
https...opm.phar.umich.edu.tmpfold_server	https://opm.phar.umich.edu/tmpfold_server	https://opm.phar.umich.edu/tmpfold_server	Pass	""	200	secure	2189241	151.101.1.195	2020-09-14T11:46:17.897384	opm.phar.umich.edu
http...www.mabellinidb.science	http://www.mabellinidb.science	http://www.mabellinidb.science/	Pass	""	200	insecure	892358	131.111.43.251	2020-09-14T11:46:28.077545	www.mabellinidb.science
http...ci.smu.edu.cn.genclip3	http://ci.smu.edu.cn/genclip3/	http://ci.smu.edu.cn/genclip3/analysis.php	Pass	""	200	insecure	204221	202.192.1.54	2020-09-14T11:46:32.922493	ci.smu.edu.cn
http...www.disgenet.org	http://www.disgenet.org/	https://www.disgenet.org/	Pass	""	200	secure	1734591	84.89.134.141	2020-09-14T11:46:43.748031	www.disgenet.org
http...nhiss.nhis.or.kr	http://nhiss.nhis.or.kr	https://nhiss.nhis.or.kr/bd/ay/bdaya001iv.do;jsessionid=WEQtuuOhC2QGqdfnghTL2SEYrt5XB1uAVgXq8jSkZuegh46JVQYgcl8ksfWtHVJj.primrose22_servlet_engine1	Pass	""	200	secure	1779948	210.178.135.38	2020-09-14T11:46:49.292426	nhiss.nhis.or.kr
http...www.immunoinformatics.net.PromPDD	http://www.immunoinformatics.net/PromPDD/	http://www.immunoinformatics.net/PromPDD/	Pass	""	200	insecure	48609	66.235.200.147	2020-09-14T11:47:00.814130	www.immunoinformatics.net
http...webs.iiitd.edu.in.raghava.cancerspp	http://webs.iiitd.edu.in/raghava/cancerspp/	https://webs.iiitd.edu.in/raghava/cancerspp/	Pass	""	200	secure	648875	103.25.231.42	2020-09-14T11:47:33.367172	webs.iiitd.edu.in
http...bigdata.ibp.ac.cn.npinter	http://bigdata.ibp.ac.cn/npinter	http://bigdata.ibp.ac.cn/npinter4	Pass	""	200	insecure	340938	159.226.118.230	2020-09-14T11:47:44.755937	bigdata.ibp.ac.cn
http...www.zhounan.org.rnadt	http://www.zhounan.org/rnadt	http://www.zhounan.org/rnadt/	Pass	""	200	insecure	741498	34.209.239.68	2020-09-14T11:47:50.230600	www.zhounan.org
http...www.microndata.net	http://www.microndata.net/	http://www.microndata.net/main/login.php	Fail	"timeout: Timed out receiving message from renderer: 28.621
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:47:56.658774	www.microndata.net
https...www.patricbrc.org	https://www.patricbrc.org	https://www.patricbrc.org/	Pass	""	200	secure	1341284	140.221.78.42	2020-09-14T11:48:58.567112	www.patricbrc.org
http...drugcombdb.denglab.org	http://drugcombdb.denglab.org/	http://drugcombdb.denglab.org/main	Pass	""	200	insecure	2079285	175.6.7.134	2020-09-14T11:49:09.414159	drugcombdb.denglab.org
https...tfbsshape.usc.edu	https://tfbsshape.usc.edu	https://tfbsshape.usc.edu/	Pass	""	200	secure	4525740	68.181.32.55	2020-09-14T11:49:18.568931	tfbsshape.usc.edu
http...biosig.unimelb.edu.au.mcsm_ab2	http://biosig.unimelb.edu.au/mcsm_ab2	http://biosig.unimelb.edu.au/mcsm_ab2/	Pass	""	200	insecure	584984	128.250.89.201	2020-09-14T11:49:25.098421	biosig.unimelb.edu.au
http...biosig.unimelb.edu.au.dendpoint	http://biosig.unimelb.edu.au/dendpoint	http://biosig.unimelb.edu.au/dendpoint/	Pass	""	200	insecure	2284795	128.250.89.201	2020-09-14T11:49:32.810035	biosig.unimelb.edu.au
http...mizuguchilab.org.tools.cline	http://mizuguchilab.org/tools/cline/	https://mizuguchilab.org/tools/cline-2/	Pass	""	200	secure	451947	202.241.38.66	2020-09-14T11:49:40.505916	mizuguchilab.org
www.surveymonkey.com	www.surveymonkey.com	https://www.surveymonkey.com/	Pass	""	200	secure	1452429	143.204.94.97	2020-09-14T11:49:47.949063	www.surveymonkey.com
https...bioinformatics.erc.monash.edu.apps.LFQ-Analyst	https://bioinformatics.erc.monash.edu/apps/LFQ-Analyst	https://bioinformatics.erc.monash.edu/apps/LFQ-Analyst/	Pass	""	200	secure	721528	118.138.233.125	2020-09-14T11:49:53.322691	bioinformatics.erc.monash.edu
http...www.cometsc.com	http://www.cometsc.com/	http://www.cometsc.com/index	Pass	""	200	insecure	281945	18.221.158.105	2020-09-14T11:50:02.270659	www.cometsc.com
https...www.somanz.org.guidelines.asp	https://www.somanz.org/guidelines.asp	https://www.somanz.org/guidelines.asp	Pass	""	200	secure	14700	223.27.31.23	2020-09-14T11:50:08.233537	www.somanz.org
https...www.somanz.org.guidelines.asp]	https://www.somanz.org/guidelines.asp]	https://www.somanz.org/guidelines.asp]	Pass	""	404	secure	1168	223.27.31.23	2020-09-14T11:50:16.131869	www.somanz.org
https...tools.incidence-estimation.org.idt	https://tools.incidence-estimation.org/idt/	https://tools.incidence-estimation.org/idt/login/?next=/idt/	Pass	""	200	secure	1585310	139.59.174.155	2020-09-14T11:50:21.078698	tools.incidence-estimation.org
https...webs.iiitd.edu.in.raghava.nagbinder	https://webs.iiitd.edu.in/raghava/nagbinder/	https://webs.iiitd.edu.in/raghava/nagbinder/	Pass	""	200	secure	286946	103.25.231.42	2020-09-14T11:50:28.317200	webs.iiitd.edu.in
www.birmingham.ac.uk.echo	www.birmingham.ac.uk/echo	http://sono.lokero.xyz/	Pass	""	200	insecure	3932082	176.58.107.169	2020-09-14T11:50:35.835311	sono.lokero.xyz
https...sorg-apps.shinyapps.io.extremitymetssurvival	https://sorg-apps.shinyapps.io/extremitymetssurvival/	https://sorg-apps.shinyapps.io/extremitymetssurvival/	Pass	""	200	secure	224425	52.20.17.187	2020-09-14T11:50:41.380631	sorg-apps.shinyapps.io
www.icn.ch	www.icn.ch	https://www.icn.ch/	Pass	""	200	secure	2879182	172.67.176.147	2020-09-14T11:50:50.509224	www.icn.ch
http...score.generesearch.ru.services.mirna	http://score.generesearch.ru/services/mirna/	http://score.generesearch.ru/services/mirna/	Pass	""	200	insecure	235624	93.175.31.145	2020-09-14T11:50:55.398056	score.generesearch.ru
https...cab-rep.c2b2.columbia.edu	https://cab-rep.c2b2.columbia.edu	https://cab-rep.c2b2.columbia.edu/	Pass	""	200	secure	45694	156.145.14.176	2020-09-14T11:51:00.095025	cab-rep.c2b2.columbia.edu
www.ctri.nic.in	www.ctri.nic.in	http://www.ctri.nic.in/	Fail	"unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:51:07.580363	www.ctri.nic.in
http...haddock9.sfsu.edu	http://haddock9.sfsu.edu/	http://haddock9.sfsu.edu/	Pass	""	200	insecure	234114	130.212.72.64	2020-09-14T11:51:40.392773	haddock9.sfsu.edu
https...www.pathwaycommons.org	https://www.pathwaycommons.org	https://www.pathwaycommons.org/	Pass	""	200	secure	965836	142.150.84.100	2020-09-14T11:51:46.079206	www.pathwaycommons.org
https...wormbase.org	https://wormbase.org/	https://wormbase.org/#012-34-5	Pass	""	200	secure	1063201	54.210.77.32	2020-09-14T11:51:56.722282	wormbase.org
http...www.bio.ku.dk.sbinlab.IDDomainSpotter	http://www.bio.ku.dk/sbinlab/IDDomainSpotter	https://www1.bio.ku.dk/english/research/bms/research/sbinlab/iddomainspotter/	Pass	""	200	secure	348930	130.226.237.173	2020-09-14T11:52:02.308440	www1.bio.ku.dk
http...biomine.cs.vcu.edu.servers.DISOselect	http://biomine.cs.vcu.edu/servers/DISOselect/	http://biomine.cs.vcu.edu/servers/DISOselect/	Pass	""	200	insecure	270503	128.172.132.65	2020-09-14T11:52:07.580055	biomine.cs.vcu.edu
https...phenocam.sr.unh.edu.webcam.gallery	https://phenocam.sr.unh.edu/webcam/gallery/	https://phenocam.sr.unh.edu/webcam/gallery/	Pass	""	200	secure	2700873	132.177.243.160	2020-09-14T11:52:12.329537	phenocam.sr.unh.edu
https...dev.glycam.org.gp	https://dev.glycam.org/gp/	https://dev.glycam.org/gp/	Pass	""	200	secure	141903	128.192.9.179	2020-09-14T11:52:33.564704	dev.glycam.org
http...www.glycosciences.de	http://www.glycosciences.de/	http://www.glycosciences.de/	Fail	"timeout: Timed out receiving message from renderer: 29.555
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:52:40.872871	www.glycosciences.de
www.diabetesgenes.org	www.diabetesgenes.org	https://www.diabetesgenes.org/	Pass	""	200	secure	610434	77.72.0.154	2020-09-14T11:53:42.805539	www.diabetesgenes.org
http...www.biomed-bigdata.com.50020.index.html	http://www.biomed-bigdata.com:50020/index.html	http://www.biomed-bigdata.com:50020/index.html	Fail	"unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:53:48.320509	www.biomed-bigdata.com
http...bioinfo.sibs.ac.cn.shaolab.MAP	http://bioinfo.sibs.ac.cn/shaolab/MAP	http://bioinfo.sibs.ac.cn/shaolab/MAP/	Pass	""	200	insecure	85458	119.78.67.240	2020-09-14T11:53:52.420715	bioinfo.sibs.ac.cn
http...www.cryst.ehu.es	http://www.cryst.ehu.es	https://www.cryst.ehu.es/	Pass	""	200	secure	162244	158.227.0.77	2020-09-14T11:53:58.397888	www.cryst.ehu.es
http...lin-group.cn.server.iRSpot-Pse6NC2.0	http://lin-group.cn/server/iRSpot-Pse6NC2.0	http://lin-group.cn/server/iRSpot-Pse6NC2.0/	Pass	""	200	insecure	268971	211.149.142.19	2020-09-14T11:54:17.126784	lin-group.cn
http...romop.ucsf.edu	http://romop.ucsf.edu	http://romop.ucsf.edu	Fail	"timeout: Timed out receiving message from renderer: -0.000
  (Session info: chrome=85.0.4183.83)"					2020-09-14T11:54:28.152106	romop.ucsf.edu
http...bioinformatics.biol.uoa.gr.db=permemdb	http://bioinformatics.biol.uoa.gr/db=permemdb	http://83.212.109.111:8088/permemdb	Pass	""	200	insecure	2513873	83.212.109.111	2020-09-14T11:55:36.066126	83.212.109.111
https...crisprcas.i2bc.paris-saclay.fr	https://crisprcas.i2bc.paris-saclay.fr/	https://crisprcas.i2bc.paris-saclay.fr/	Pass	""	200	secure	416612	157.136.94.40	2020-09-14T11:55:41.154670	crisprcas.i2bc.paris-saclay.fr
https...www.omicsolution.org.wukong.motifeR	https://www.omicsolution.org/wukong/motifeR	https://www.omicsolution.org/wukong/motifeR/	Pass	""	200	secure	554874	58.247.66.158	2020-09-14T11:55:45.715972	www.omicsolution.org
http...server.malab.cn.AOPs-SVM.index.jsp	http://server.malab.cn/AOPs-SVM/index.jsp	http://server.malab.cn/AOPs-SVM/index.jsp	Pass	""	200	insecure	457310	121.42.167.206	2020-09-14T11:56:05.408205	server.malab.cn
http...bliulab.net.iRO-PsekGCC	http://bliulab.net/iRO-PsekGCC/	http://bliulab.net/iRO-PsekGCC/	Pass	""	200	insecure	55601	39.106.95.61	2020-09-14T11:56:17.414041	bliulab.net
www.mpic-app.org	www.mpic-app.org	http://www.mpic-app.org/	Pass	""	200	insecure	513931	23.96.118.38	2020-09-14T11:56:24.094164	www.mpic-app.org
https...polyasite.unibas.ch	https://polyasite.unibas.ch	https://polyasite.unibas.ch/	Pass	""	200	secure	215351	131.152.229.55	2020-09-14T11:57:33.130490	polyasite.unibas.ch
https...web.rniapps.net.evimass	https://web.rniapps.net/evimass	https://web.rniapps.net/evimass/	Pass	""	200	secure	77090	45.114.76.210	2020-09-14T11:57:37.507390	web.rniapps.net
https...dnaprodb.usc.edu	https://dnaprodb.usc.edu	https://dnaprodb.usc.edu/	Pass	""	200	secure	1577158	68.181.32.48	2020-09-14T11:57:42.723172	dnaprodb.usc.edu
www.yeastgenome.org	www.yeastgenome.org	https://www.yeastgenome.org/	Pass	""	200	secure	1469389	52.24.186.30	2020-09-14T11:57:49.707977	www.yeastgenome.org
http...lishuyan.lzu.edu.cn.ATB.ATBdiscrimination.html	http://lishuyan.lzu.edu.cn/ATB/ATBdiscrimination.html	http://lishuyan.lzu.edu.cn/ATB/ATBdiscrimination.html	Pass	""	200	insecure	74670	210.26.49.244	2020-09-14T11:57:55.538977	lishuyan.lzu.edu.cn
https...dynalogo.cam.uchc.edu	https://dynalogo.cam.uchc.edu	https://dynalogo.cam.uchc.edu/	Pass	""	200	secure	286612	155.37.254.116	2020-09-14T11:58:00.826501	dynalogo.cam.uchc.edu
https...www.ebi.ac.uk.thornton-srv.databases.VarSite	https://www.ebi.ac.uk/thornton-srv/databases/VarSite	https://www.ebi.ac.uk/thornton-srv/databases/cgi-bin/VarSite/GetPage.pl?home=TRUE	Pass	""	200	secure	678507	193.62.193.80	2020-09-14T11:58:16.639111	www.ebi.ac.uk
http...ekhidna2.biocenter.helsinki.fi.dali	http://ekhidna2.biocenter.helsinki.fi/dali	http://ekhidna2.biocenter.helsinki.fi/dali/	Pass	""	200	insecure	2670864	128.214.209.18	2020-09-14T11:58:21.637762	ekhidna2.biocenter.helsinki.fi
www.drudit.com	www.drudit.com	http://www.drudit.com/login_master.aspx	Pass	""	200	insecure	300889	31.11.34.193	2020-09-14T11:58:27.211501	www.drudit.com
https...machinelearning-protein.qcri.org	https://machinelearning-protein.qcri.org/	https://machinelearning-protein.qcri.org/index.html	Pass	""	200	secure	608713	80.76.166.234	2020-09-14T11:58:32.165941	machinelearning-protein.qcri.org
http...babylone.ulb.ac.be.SOLART	http://babylone.ulb.ac.be/SOLART/	http://babylone.ulb.ac.be/SOLART/	Pass	""	200	insecure	473992	164.15.254.17	2020-09-14T11:58:37.677965	babylone.ulb.ac.be
https...aquamer.ornl.gov	https://aquamer.ornl.gov	https://aquamer.ornl.gov/	Pass	""	200	secure	944589	128.219.164.12	2020-09-14T11:59:06.117202	aquamer.ornl.gov
https...www.vdjbase.org	https://www.vdjbase.org/	https://www.vdjbase.org/	Pass	""	200	secure	2400913	193.61.32.187	2020-09-14T11:59:12.107288	www.vdjbase.org
www.pathbank.org	www.pathbank.org	https://pathbank.org/	Pass	""	200	secure	2814619	162.243.73.221	2020-09-14T11:59:16.566815	pathbank.org
http...tools.iedb.org.sceptre	http://tools.iedb.org/sceptre	http://tools.iedb.org/sceptre/	Pass	""	200	insecure	87620	8.37.117.210	2020-09-14T11:59:25.859127	tools.iedb.org
http...www.iitm.ac.in.bioinfo.aggrerate-pred	http://www.iitm.ac.in/bioinfo/aggrerate-pred/	https://www.iitm.ac.in/bioinfo/aggrerate-pred/	Pass	""	200	secure	1328564	14.139.160.172	2020-09-14T11:59:36.736947	www.iitm.ac.in
http...big.cdu.edu.cn.psmd	http://big.cdu.edu.cn/psmd/	http://big.cdu.edu.cn/psmd/	Pass	""	200	insecure	1779758	202.115.80.205	2020-09-14T11:59:46.382678	big.cdu.edu.cn
http...www.ensemblgenomes.org	http://www.ensemblgenomes.org	http://ensemblgenomes.org/	Pass	""	200	insecure	135414	193.62.192.83	2020-09-14T11:59:53.224994	ensemblgenomes.org
http...www.ensembl.org	http://www.ensembl.org	http://www.ensembl.org/index.html	Pass	""	200	insecure	1630985	193.62.193.83	2020-09-14T11:59:57.635298	www.ensembl.org
http...EuRBPDB.syshospital.org	http://EuRBPDB.syshospital.org	http://eurbpdb.syshospital.org/	Pass	""	200	insecure	5444059	219.135.135.229	2020-09-14T12:00:02.782621	eurbpdb.syshospital.org
http...www.procarbdb.science.procarb	http://www.procarbdb.science/procarb	http://www.procarbdb.science/procarb/	Pass	""	200	insecure	1095887	131.111.43.251	2020-09-14T12:00:11.422068	www.procarbdb.science
http...www.hep-druginteractions.org	http://www.hep-druginteractions.org/	https://www.hep-druginteractions.org/	Pass	""	200	secure	346282	34.240.218.6	2020-09-14T12:00:15.766004	www.hep-druginteractions.org
www.befundung.drg.de	www.befundung.drg.de	https://www.befundung.drg.de/de-DE/3199/befundvorlagen/	Pass	""	200	secure	305027	85.236.55.89	2020-09-14T12:00:20.551276	www.befundung.drg.de
http...www.vivasemtabaco.com.br	http://www.vivasemtabaco.com.br	http://www.vivasemtabaco.com.br/	Pass	""	200	insecure	659265	200.131.219.93	2020-09-14T12:00:36.170449	www.vivasemtabaco.com.br
www.3d-qsar.com	www.3d-qsar.com	https://www.3d-qsar.com/	Pass	""	200	secure	1131651	151.100.60.50	2020-09-14T12:00:43.024326	www.3d-qsar.com
www.hep-druginteractions.org	www.hep-druginteractions.org	https://www.hep-druginteractions.org/	Pass	""	200	secure	346095	34.240.218.6	2020-09-14T12:00:47.746217	www.hep-druginteractions.org
http...bioinformatics.csu.edu.cn.PPISP	http://bioinformatics.csu.edu.cn/PPISP/	http://bioinformatics.csu.edu.cn/PPISP/	Pass	""	404	insecure	10536	202.197.61.233	2020-09-14T12:00:52.498104	bioinformatics.csu.edu.cn
